Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
33-05,,170,3494,2392,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,42,8,69
33-05,,170,3494,2392,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,34,5,49
33-05,,170,3494,2392,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,76,11,87
33-05,,170,3494,2392,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,31,5,50
33-05,,170,3494,2392,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,52,9,77
33-05,,170,3494,2392,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,67,8,90
33-05,,170,3494,2392,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,56,8,98
33-05,,170,3494,2392,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,107,16,154
33-05,,170,3494,2392,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,705,84,697
33-05,,170,3494,2392,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,366,38,462
33-05,,170,3494,2392,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,564,63,656
33-05,,170,3494,2392,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,449,52,403
33-05,,170,3494,2392,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,451,61,578
33-05,,170,3494,2392,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,514,52,501
33-05,,170,3494,2392,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,536,68,597
33-05,,170,3494,2392,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,435,49,481
33-05,,170,3494,2392,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,455,50,583
33-05,,170,3494,2392,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,507,63,501
33-05,,170,3494,2392,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,527,59,631
33-05,,170,3494,2392,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,428,53,443
33-06,,171,5011,3773,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,525,56,423
33-06,,171,5011,3773,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,4,0,3
33-06,,171,5011,3773,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,12,1,7
33-06,,171,5011,3773,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,1470,126,1119
33-06,,171,5011,3773,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,1256,114,947
33-06,,171,5011,3773,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,730,68,598
33-06,,171,5011,3773,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,835,84,697
33-06,,171,5011,3773,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,1157,100,830
33-06,,171,5011,3773,1,14,"State Senator, Dist 16",,29,"(R) GRECO, Mike",REP,C,265,28,247
33-06,,171,5011,3773,1,14,"State Senator, Dist 16",,30,"(D) IGE, David Y.",DEM,C,1567,148,1158
33-06,,171,5011,3773,1,40,"State Representative, Dist 33",,83,"(R) KONG, Sam",REP,C,403,50,402
33-06,,171,5011,3773,1,40,"State Representative, Dist 33",,84,"(D) TAKAI, K. Mark",DEM,C,1570,128,1102
33-06,,171,5011,3773,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,399,48,372
33-06,,171,5011,3773,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,159,27,254
33-06,,171,5011,3773,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,80,17,154
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,149,17,171
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,9,1,25
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,16,2,29
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,49,12,54
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,159,21,143
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,66,6,69
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,40,2,52
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,9,0,6
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,26,3,26
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,20,10,37
33-06,,171,5011,3773,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,54,10,79
33-06,,171,5011,3773,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,542,69,623
33-06,,171,5011,3773,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,127,7,140
33-06,,171,5011,3773,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,478,53,353
33-06,,171,5011,3773,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,408,48,359
33-06,,171,5011,3773,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,17,1,25
33-06,,171,5011,3773,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,32,4,31
33-06,,171,5011,3773,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,71,15,65
33-06,,171,5011,3773,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,50,6,68
33-06,,171,5011,3773,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,109,19,144
33-06,,171,5011,3773,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,44,3,46
33-06,,171,5011,3773,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,61,6,78
33-06,,171,5011,3773,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,123,19,92
33-06,,171,5011,3773,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,48,7,83
33-06,,171,5011,3773,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,151,21,160
33-06,,171,5011,3773,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,1314,115,972
33-06,,171,5011,3773,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,695,66,567
33-06,,171,5011,3773,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,1153,77,896
33-06,,171,5011,3773,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,740,94,536
33-06,,171,5011,3773,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,745,86,728
33-06,,171,5011,3773,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,1053,83,694
33-06,,171,5011,3773,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,1003,90,750
33-06,,171,5011,3773,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,829,84,681
33-06,,171,5011,3773,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,747,75,688
33-06,,171,5011,3773,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,1057,96,728
33-06,,171,5011,3773,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,1008,88,776
33-06,,171,5011,3773,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,782,80,633
34-01,,172,5674,3695,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,374,74,613
34-01,,172,5674,3695,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,12,1,13
34-01,,172,5674,3695,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,6,1,19
34-01,,172,5674,3695,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,1082,155,1332
34-01,,172,5674,3695,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,910,138,1160
34-01,,172,5674,3695,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,545,90,807
34-01,,172,5674,3695,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,611,91,942
34-01,,172,5674,3695,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,842,137,1016
34-01,,172,5674,3695,1,14,"State Senator, Dist 16",,29,"(R) GRECO, Mike",REP,C,249,53,437
34-01,,172,5674,3695,1,14,"State Senator, Dist 16",,30,"(D) IGE, David Y.",DEM,C,1116,165,1378
34-01,,172,5674,3695,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,413,84,600
34-01,,172,5674,3695,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,157,37,401
34-01,,172,5674,3695,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,119,22,291
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,164,35,336
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,13,2,24
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,32,4,37
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,63,11,109
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,104,27,129
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,75,12,161
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,37,6,68
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,15,2,15
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,30,11,67
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,41,8,59
34-01,,172,5674,3695,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,62,9,143
34-01,,172,5674,3695,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,594,116,1013
34-01,,172,5674,3695,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,133,20,259
34-01,,172,5674,3695,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,417,67,454
34-01,,172,5674,3695,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,266,57,475
34-01,,172,5674,3695,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,19,6,59
34-01,,172,5674,3695,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,25,14,86
34-01,,172,5674,3695,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,79,16,102
34-01,,172,5674,3695,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,71,9,123
34-01,,172,5674,3695,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,82,30,177
34-01,,172,5674,3695,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,50,7,81
34-01,,172,5674,3695,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,77,12,157
34-01,,172,5674,3695,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,117,14,169
34-01,,172,5674,3695,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,78,22,162
34-01,,172,5674,3695,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,167,32,276
34-01,,172,5674,3695,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,922,138,1213
34-01,,172,5674,3695,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,538,92,752
34-01,,172,5674,3695,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,814,130,1109
34-01,,172,5674,3695,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,577,92,714
34-01,,172,5674,3695,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,613,109,1088
34-01,,172,5674,3695,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,728,118,760
34-01,,172,5674,3695,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,715,120,966
34-01,,172,5674,3695,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,644,105,890
34-01,,172,5674,3695,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,662,117,1061
34-01,,172,5674,3695,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,679,104,787
34-01,,172,5674,3695,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,750,124,1095
34-01,,172,5674,3695,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,585,100,742
34-02,,173,5449,3867,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,372,47,391
34-02,,173,5449,3867,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,7,1,6
34-02,,173,5449,3867,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,4,0,7
34-02,,173,5449,3867,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,1601,126,1277
34-02,,173,5449,3867,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,1479,102,1113
34-02,,173,5449,3867,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,489,71,552
34-02,,173,5449,3867,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,610,76,706
34-02,,173,5449,3867,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,1365,99,963
34-02,,173,5449,3867,1,14,"State Senator, Dist 16",,29,"(R) GRECO, Mike",REP,C,218,32,286
34-02,,173,5449,3867,1,14,"State Senator, Dist 16",,30,"(D) IGE, David Y.",DEM,C,1664,131,1279
34-02,,173,5449,3867,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,491,49,514
34-02,,173,5449,3867,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,200,36,292
34-02,,173,5449,3867,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,116,13,188
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,176,22,262
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,13,3,19
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,38,2,42
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,60,4,78
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,166,18,142
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,88,11,106
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,38,3,53
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,10,1,4
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,42,5,45
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,44,7,37
34-02,,173,5449,3867,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,74,7,116
34-02,,173,5449,3867,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,663,71,798
34-02,,173,5449,3867,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,159,19,196
34-02,,173,5449,3867,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,627,48,447
34-02,,173,5449,3867,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,379,46,402
34-02,,173,5449,3867,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,10,3,25
34-02,,173,5449,3867,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,37,3,50
34-02,,173,5449,3867,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,79,17,84
34-02,,173,5449,3867,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,70,5,91
34-02,,173,5449,3867,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,99,17,139
34-02,,173,5449,3867,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,52,6,47
34-02,,173,5449,3867,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,89,14,108
34-02,,173,5449,3867,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,135,9,118
34-02,,173,5449,3867,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,76,12,122
34-02,,173,5449,3867,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,213,21,265
34-02,,173,5449,3867,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,1315,110,1005
34-02,,173,5449,3867,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,667,65,667
34-02,,173,5449,3867,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,1186,105,1001
34-02,,173,5449,3867,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,737,62,573
34-02,,173,5449,3867,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,771,72,836
34-02,,173,5449,3867,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,994,85,688
34-02,,173,5449,3867,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,992,84,819
34-02,,173,5449,3867,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,804,79,722
34-02,,173,5449,3867,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,837,76,818
34-02,,173,5449,3867,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,914,81,707
34-02,,173,5449,3867,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,1033,93,868
34-02,,173,5449,3867,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,732,67,657
34-03,,174,4242,2893,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,280,35,508
34-03,,174,4242,2893,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,2,0,7
34-03,,174,4242,2893,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,10,0,6
34-03,,174,4242,2893,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,839,95,1082
34-03,,174,4242,2893,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,728,77,933
34-03,,174,4242,2893,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,410,55,663
34-03,,174,4242,2893,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,472,56,770
34-03,,174,4242,2893,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,664,76,816
34-03,,174,4242,2893,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,301,32,565
34-03,,174,4242,2893,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,112,32,294
34-03,,174,4242,2893,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,77,14,157
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,144,25,257
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,16,2,19
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,23,3,37
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,38,5,70
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,82,14,100
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,52,4,120
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,32,3,70
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,9,3,14
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,12,2,49
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,26,3,51
34-03,,174,4242,2893,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,30,7,106
34-03,,174,4242,2893,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,423,63,780
34-03,,174,4242,2893,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,125,16,211
34-03,,174,4242,2893,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,336,38,414
34-03,,174,4242,2893,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,226,39,385
34-03,,174,4242,2893,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,13,1,37
34-03,,174,4242,2893,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,26,4,43
34-03,,174,4242,2893,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,55,7,91
34-03,,174,4242,2893,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,55,8,85
34-03,,174,4242,2893,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,48,14,124
34-03,,174,4242,2893,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,27,3,49
34-03,,174,4242,2893,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,75,9,116
34-03,,174,4242,2893,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,96,14,136
34-03,,174,4242,2893,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,55,4,130
34-03,,174,4242,2893,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,107,21,242
34-03,,174,4242,2893,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,665,84,944
34-03,,174,4242,2893,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,470,48,648
34-03,,174,4242,2893,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,665,67,884
34-03,,174,4242,2893,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,429,60,622
34-03,,174,4242,2893,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,413,76,753
34-03,,174,4242,2893,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,632,52,717
34-03,,174,4242,2893,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,534,80,770
34-03,,174,4242,2893,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,528,48,707
34-03,,174,4242,2893,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,474,73,777
34-03,,174,4242,2893,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,576,53,688
34-03,,174,4242,2893,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,593,74,805
34-03,,174,4242,2893,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,448,53,657
35-01,,175,804,389,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,37,2,58
35-01,,175,804,389,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,1,0,1
35-01,,175,804,389,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,3,0,1
35-01,,175,804,389,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,130,9,144
35-01,,175,804,389,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,119,8,130
35-01,,175,804,389,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,51,3,70
35-01,,175,804,389,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,63,5,93
35-01,,175,804,389,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,108,6,108
35-01,,175,804,389,1,14,"State Senator, Dist 16",,29,"(R) GRECO, Mike",REP,C,32,3,49
35-01,,175,804,389,1,14,"State Senator, Dist 16",,30,"(D) IGE, David Y.",DEM,C,128,8,137
35-01,,175,804,389,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,50,3,57
35-01,,175,804,389,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,29,1,52
35-01,,175,804,389,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,15,2,30
35-01,,175,804,389,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,24,2,38
35-01,,175,804,389,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,4,0,5
35-01,,175,804,389,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,2,2,6
35-01,,175,804,389,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,8,0,11
35-01,,175,804,389,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,13,0,14
35-01,,175,804,389,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,10,0,17
35-01,,175,804,389,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,11,0,6
35-01,,175,804,389,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,3,0,1
35-01,,175,804,389,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,3,1,9
35-01,,175,804,389,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,2,1,8
35-01,,175,804,389,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,6,0,10
