Ward Precinct Code,Ward Precinct,Race Code,Race,Candidate Code,Candidate,Count
502,"Ward 5, Precinct 2",100,SHERIFF,10,PETER J KOUTOUJIAN,1319
502,"Ward 5, Precinct 2",100,SHERIFF,15,ERNESTO M PETRONE,142
502,"Ward 5, Precinct 2",100,SHERIFF,19,WI - James Williamson,0
502,"Ward 5, Precinct 2",100,SHERIFF,20,Write-in,6
502,"Ward 5, Precinct 2",100,SHERIFF,999995,Blank,356
502,"Ward 5, Precinct 2",100,SHERIFF,999996,Total,1823
502,"Ward 5, Precinct 2",201,QUESTION 1,10,YES,1304
502,"Ward 5, Precinct 2",201,QUESTION 1,20,NO,199
502,"Ward 5, Precinct 2",201,QUESTION 1,999995,Blank,320
502,"Ward 5, Precinct 2",201,QUESTION 1,999996,Total,1823
502,"Ward 5, Precinct 2",202,QUESTION 2,10,YES,1095
502,"Ward 5, Precinct 2",202,QUESTION 2,20,NO,587
502,"Ward 5, Precinct 2",202,QUESTION 2,999995,Blank,141
502,"Ward 5, Precinct 2",202,QUESTION 2,999996,Total,1823
502,"Ward 5, Precinct 2",203,QUESTION 3,10,YES,1322
502,"Ward 5, Precinct 2",203,QUESTION 3,20,NO,350
502,"Ward 5, Precinct 2",203,QUESTION 3,999995,Blank,151
502,"Ward 5, Precinct 2",203,QUESTION 3,999996,Total,1823
502,"Ward 5, Precinct 2",204,QUESTION 4,10,YES,1231
502,"Ward 5, Precinct 2",204,QUESTION 4,20,NO,259
502,"Ward 5, Precinct 2",204,QUESTION 4,999995,Blank,333
502,"Ward 5, Precinct 2",204,QUESTION 4,999996,Total,1823
502,"Ward 5, Precinct 2",230,QUESTION 5 CORP (8TH),10,YES,1269
502,"Ward 5, Precinct 2",230,QUESTION 5 CORP (8TH),20,NO,219
502,"Ward 5, Precinct 2",230,QUESTION 5 CORP (8TH),999995,Blank,335
502,"Ward 5, Precinct 2",230,QUESTION 5 CORP (8TH),999996,Total,1823
503,"Ward 5, Precinct 3",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,16
503,"Ward 5, Precinct 3",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1177
503,"Ward 5, Precinct 3",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,101
503,"Ward 5, Precinct 3",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,26
503,"Ward 5, Precinct 3",5,PRESIDENT/VICE PRESIDENT,60,Write-in,9
503,"Ward 5, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999995,Blank,5
503,"Ward 5, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999996,Total,1334
503,"Ward 5, Precinct 3",10,SENATOR in CONGRESS,5,SCOTT P BROWN,155
503,"Ward 5, Precinct 3",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1165
503,"Ward 5, Precinct 3",10,SENATOR in CONGRESS,20,Write-in,2
503,"Ward 5, Precinct 3",10,SENATOR in CONGRESS,999995,Blank,12
503,"Ward 5, Precinct 3",10,SENATOR in CONGRESS,999996,Total,1334
503,"Ward 5, Precinct 3",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,1113
503,"Ward 5, Precinct 3",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,119
503,"Ward 5, Precinct 3",27,REP in CONGRESS 7th Dist,20,Write-in,5
503,"Ward 5, Precinct 3",27,REP in CONGRESS 7th Dist,999995,Blank,97
503,"Ward 5, Precinct 3",27,REP in CONGRESS 7th Dist,999996,Total,1334
503,"Ward 5, Precinct 3",30,COUNCILLOR,10,TERRENCE W KENNEDY,1037
503,"Ward 5, Precinct 3",30,COUNCILLOR,40,Write-in,15
503,"Ward 5, Precinct 3",30,COUNCILLOR,999995,Blank,282
503,"Ward 5, Precinct 3",30,COUNCILLOR,999996,Total,1334
503,"Ward 5, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,10,ANTHONY PETRUCCELLI,1043
503,"Ward 5, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,15,"THOMAS J DOOLEY, III",98
503,"Ward 5, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,20,Write-in,5
503,"Ward 5, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,999995,Blank,188
503,"Ward 5, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,999996,Total,1334
503,"Ward 5, Precinct 3",78,REP/GEN CT 8th Suffolk,10,MARTHA MARTY WALZ,1075
503,"Ward 5, Precinct 3",78,REP/GEN CT 8th Suffolk,20,Write-in,14
503,"Ward 5, Precinct 3",78,REP/GEN CT 8th Suffolk,999995,Blank,245
503,"Ward 5, Precinct 3",78,REP/GEN CT 8th Suffolk,999996,Total,1334
503,"Ward 5, Precinct 3",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1034
503,"Ward 5, Precinct 3",80,CLERK of COURTS,20,Write-in,12
503,"Ward 5, Precinct 3",80,CLERK of COURTS,999995,Blank,288
503,"Ward 5, Precinct 3",80,CLERK of COURTS,999996,Total,1334
503,"Ward 5, Precinct 3",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1016
503,"Ward 5, Precinct 3",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
503,"Ward 5, Precinct 3",90,REGISTER of DEEDS,80,Write-in,11
503,"Ward 5, Precinct 3",90,REGISTER of DEEDS,999995,Blank,307
503,"Ward 5, Precinct 3",90,REGISTER of DEEDS,999996,Total,1334
503,"Ward 5, Precinct 3",100,SHERIFF,10,PETER J KOUTOUJIAN,943
503,"Ward 5, Precinct 3",100,SHERIFF,15,ERNESTO M PETRONE,116
503,"Ward 5, Precinct 3",100,SHERIFF,19,WI - James Williamson,0
503,"Ward 5, Precinct 3",100,SHERIFF,20,Write-in,6
503,"Ward 5, Precinct 3",100,SHERIFF,999995,Blank,269
503,"Ward 5, Precinct 3",100,SHERIFF,999996,Total,1334
503,"Ward 5, Precinct 3",201,QUESTION 1,10,YES,1040
503,"Ward 5, Precinct 3",201,QUESTION 1,20,NO,109
503,"Ward 5, Precinct 3",201,QUESTION 1,999995,Blank,185
503,"Ward 5, Precinct 3",201,QUESTION 1,999996,Total,1334
503,"Ward 5, Precinct 3",202,QUESTION 2,10,YES,930
503,"Ward 5, Precinct 3",202,QUESTION 2,20,NO,336
503,"Ward 5, Precinct 3",202,QUESTION 2,999995,Blank,68
503,"Ward 5, Precinct 3",202,QUESTION 2,999996,Total,1334
503,"Ward 5, Precinct 3",203,QUESTION 3,10,YES,1047
503,"Ward 5, Precinct 3",203,QUESTION 3,20,NO,219
503,"Ward 5, Precinct 3",203,QUESTION 3,999995,Blank,68
503,"Ward 5, Precinct 3",203,QUESTION 3,999996,Total,1334
503,"Ward 5, Precinct 3",204,QUESTION 4,10,YES,971
503,"Ward 5, Precinct 3",204,QUESTION 4,20,NO,153
503,"Ward 5, Precinct 3",204,QUESTION 4,999995,Blank,210
503,"Ward 5, Precinct 3",204,QUESTION 4,999996,Total,1334
503,"Ward 5, Precinct 3",230,QUESTION 5 CORP (8TH),10,YES,1010
503,"Ward 5, Precinct 3",230,QUESTION 5 CORP (8TH),20,NO,117
503,"Ward 5, Precinct 3",230,QUESTION 5 CORP (8TH),999995,Blank,207
503,"Ward 5, Precinct 3",230,QUESTION 5 CORP (8TH),999996,Total,1334
601,"Ward 6, Precinct 1",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,25
601,"Ward 6, Precinct 1",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1563
601,"Ward 6, Precinct 1",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,159
601,"Ward 6, Precinct 1",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,42
601,"Ward 6, Precinct 1",5,PRESIDENT/VICE PRESIDENT,60,Write-in,5
601,"Ward 6, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999995,Blank,5
601,"Ward 6, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999996,Total,1799
601,"Ward 6, Precinct 1",10,SENATOR in CONGRESS,5,SCOTT P BROWN,222
601,"Ward 6, Precinct 1",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1566
601,"Ward 6, Precinct 1",10,SENATOR in CONGRESS,20,Write-in,0
601,"Ward 6, Precinct 1",10,SENATOR in CONGRESS,999995,Blank,11
601,"Ward 6, Precinct 1",10,SENATOR in CONGRESS,999996,Total,1799
601,"Ward 6, Precinct 1",25,REP in CONGRESS 5th Dist,10,EDWARD J MARKEY,1535
601,"Ward 6, Precinct 1",25,REP in CONGRESS 5th Dist,15,TOM TIERNEY,149
601,"Ward 6, Precinct 1",25,REP in CONGRESS 5th Dist,20,Write-in,2
601,"Ward 6, Precinct 1",25,REP in CONGRESS 5th Dist,999995,Blank,113
601,"Ward 6, Precinct 1",25,REP in CONGRESS 5th Dist,999996,Total,1799
601,"Ward 6, Precinct 1",30,COUNCILLOR,10,TERRENCE W KENNEDY,1401
601,"Ward 6, Precinct 1",30,COUNCILLOR,40,Write-in,12
601,"Ward 6, Precinct 1",30,COUNCILLOR,999995,Blank,386
601,"Ward 6, Precinct 1",30,COUNCILLOR,999996,Total,1799
601,"Ward 6, Precinct 1",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,1383
601,"Ward 6, Precinct 1",53,SEN/GEN CT Middle&Suff,20,Write-in,9
601,"Ward 6, Precinct 1",53,SEN/GEN CT Middle&Suff,999995,Blank,407
601,"Ward 6, Precinct 1",53,SEN/GEN CT Middle&Suff,999996,Total,1799
601,"Ward 6, Precinct 1",66,REP/GEN CT 26th Middle,10,"TIMOTHY J TOOMEY, JR",1012
601,"Ward 6, Precinct 1",66,REP/GEN CT 26th Middle,15,THOMAS M VASCONCELOS,67
801,"Ward 8, Precinct 1",204,QUESTION 4,20,NO,194
601,"Ward 6, Precinct 1",66,REP/GEN CT 26th Middle,16,MIKE CONNOLLY,573
601,"Ward 6, Precinct 1",66,REP/GEN CT 26th Middle,20,Write-in,1
601,"Ward 6, Precinct 1",66,REP/GEN CT 26th Middle,999995,Blank,146
601,"Ward 6, Precinct 1",66,REP/GEN CT 26th Middle,999996,Total,1799
601,"Ward 6, Precinct 1",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1390
601,"Ward 6, Precinct 1",80,CLERK of COURTS,20,Write-in,12
601,"Ward 6, Precinct 1",80,CLERK of COURTS,999995,Blank,397
601,"Ward 6, Precinct 1",80,CLERK of COURTS,999996,Total,1799
601,"Ward 6, Precinct 1",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1345
601,"Ward 6, Precinct 1",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
601,"Ward 6, Precinct 1",90,REGISTER of DEEDS,80,Write-in,11
601,"Ward 6, Precinct 1",90,REGISTER of DEEDS,999995,Blank,443
601,"Ward 6, Precinct 1",90,REGISTER of DEEDS,999996,Total,1799
601,"Ward 6, Precinct 1",100,SHERIFF,10,PETER J KOUTOUJIAN,1284
601,"Ward 6, Precinct 1",100,SHERIFF,15,ERNESTO M PETRONE,161
601,"Ward 6, Precinct 1",100,SHERIFF,19,WI - James Williamson,0
601,"Ward 6, Precinct 1",100,SHERIFF,20,Write-in,10
601,"Ward 6, Precinct 1",100,SHERIFF,999995,Blank,344
601,"Ward 6, Precinct 1",100,SHERIFF,999996,Total,1799
601,"Ward 6, Precinct 1",201,QUESTION 1,10,YES,1342
601,"Ward 6, Precinct 1",201,QUESTION 1,20,NO,162
601,"Ward 6, Precinct 1",201,QUESTION 1,999995,Blank,295
601,"Ward 6, Precinct 1",201,QUESTION 1,999996,Total,1799
601,"Ward 6, Precinct 1",202,QUESTION 2,10,YES,1246
601,"Ward 6, Precinct 1",202,QUESTION 2,20,NO,445
601,"Ward 6, Precinct 1",202,QUESTION 2,999995,Blank,108
601,"Ward 6, Precinct 1",202,QUESTION 2,999996,Total,1799
601,"Ward 6, Precinct 1",203,QUESTION 3,10,YES,1393
601,"Ward 6, Precinct 1",203,QUESTION 3,20,NO,307
601,"Ward 6, Precinct 1",203,QUESTION 3,999995,Blank,99
601,"Ward 6, Precinct 1",203,QUESTION 3,999996,Total,1799
601,"Ward 6, Precinct 1",204,QUESTION 4,10,YES,1270
601,"Ward 6, Precinct 1",204,QUESTION 4,20,NO,231
601,"Ward 6, Precinct 1",204,QUESTION 4,999995,Blank,298
601,"Ward 6, Precinct 1",204,QUESTION 4,999996,Total,1799
601,"Ward 6, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,1225
601,"Ward 6, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,304
601,"Ward 6, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,270
601,"Ward 6, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,1799
601,"Ward 6, Precinct 1",270,QUESTION 6 CORP (26TH),10,YES,1338
601,"Ward 6, Precinct 1",270,QUESTION 6 CORP (26TH),20,NO,195
601,"Ward 6, Precinct 1",270,QUESTION 6 CORP (26TH),999995,Blank,266
601,"Ward 6, Precinct 1",270,QUESTION 6 CORP (26TH),999996,Total,1799
602,"Ward 6, Precinct 2",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,28
602,"Ward 6, Precinct 2",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1487
602,"Ward 6, Precinct 2",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,167
602,"Ward 6, Precinct 2",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,46
602,"Ward 6, Precinct 2",5,PRESIDENT/VICE PRESIDENT,60,Write-in,6
602,"Ward 6, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999995,Blank,3
602,"Ward 6, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999996,Total,1737
602,"Ward 6, Precinct 2",10,SENATOR in CONGRESS,5,SCOTT P BROWN,255
602,"Ward 6, Precinct 2",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1464
602,"Ward 6, Precinct 2",10,SENATOR in CONGRESS,20,Write-in,1
602,"Ward 6, Precinct 2",10,SENATOR in CONGRESS,999995,Blank,17
602,"Ward 6, Precinct 2",10,SENATOR in CONGRESS,999996,Total,1737
602,"Ward 6, Precinct 2",25,REP in CONGRESS 5th Dist,10,EDWARD J MARKEY,1478
602,"Ward 6, Precinct 2",25,REP in CONGRESS 5th Dist,15,TOM TIERNEY,157
602,"Ward 6, Precinct 2",25,REP in CONGRESS 5th Dist,20,Write-in,4
602,"Ward 6, Precinct 2",25,REP in CONGRESS 5th Dist,999995,Blank,98
602,"Ward 6, Precinct 2",25,REP in CONGRESS 5th Dist,999996,Total,1737
602,"Ward 6, Precinct 2",30,COUNCILLOR,10,TERRENCE W KENNEDY,1370
602,"Ward 6, Precinct 2",30,COUNCILLOR,40,Write-in,13
602,"Ward 6, Precinct 2",30,COUNCILLOR,999995,Blank,354
602,"Ward 6, Precinct 2",30,COUNCILLOR,999996,Total,1737
602,"Ward 6, Precinct 2",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,1354
602,"Ward 6, Precinct 2",53,SEN/GEN CT Middle&Suff,20,Write-in,16
602,"Ward 6, Precinct 2",53,SEN/GEN CT Middle&Suff,999995,Blank,367
602,"Ward 6, Precinct 2",53,SEN/GEN CT Middle&Suff,999996,Total,1737
602,"Ward 6, Precinct 2",65,REP/GEN CT 25th Middle,10,MARJORIE C DECKER,1386
602,"Ward 6, Precinct 2",65,REP/GEN CT 25th Middle,40,WI - Alice Wolf,0
602,"Ward 6, Precinct 2",65,REP/GEN CT 25th Middle,50,Write-in,18
602,"Ward 6, Precinct 2",65,REP/GEN CT 25th Middle,999995,Blank,333
602,"Ward 6, Precinct 2",65,REP/GEN CT 25th Middle,999996,Total,1737
602,"Ward 6, Precinct 2",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1344
602,"Ward 6, Precinct 2",80,CLERK of COURTS,20,Write-in,16
602,"Ward 6, Precinct 2",80,CLERK of COURTS,999995,Blank,377
602,"Ward 6, Precinct 2",80,CLERK of COURTS,999996,Total,1737
602,"Ward 6, Precinct 2",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1319
602,"Ward 6, Precinct 2",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
602,"Ward 6, Precinct 2",90,REGISTER of DEEDS,80,Write-in,14
602,"Ward 6, Precinct 2",90,REGISTER of DEEDS,999995,Blank,404
602,"Ward 6, Precinct 2",90,REGISTER of DEEDS,999996,Total,1737
602,"Ward 6, Precinct 2",100,SHERIFF,10,PETER J KOUTOUJIAN,1192
602,"Ward 6, Precinct 2",100,SHERIFF,15,ERNESTO M PETRONE,137
602,"Ward 6, Precinct 2",100,SHERIFF,19,WI - James Williamson,1
602,"Ward 6, Precinct 2",100,SHERIFF,20,Write-in,12
602,"Ward 6, Precinct 2",100,SHERIFF,999995,Blank,395
602,"Ward 6, Precinct 2",100,SHERIFF,999996,Total,1737
602,"Ward 6, Precinct 2",201,QUESTION 1,10,YES,1323
602,"Ward 6, Precinct 2",201,QUESTION 1,999995,Blank,272
602,"Ward 6, Precinct 2",201,QUESTION 1,999996,Total,1737
602,"Ward 6, Precinct 2",202,QUESTION 2,10,YES,1247
602,"Ward 6, Precinct 2",202,QUESTION 2,20,NO,385
602,"Ward 6, Precinct 2",202,QUESTION 2,999995,Blank,105
602,"Ward 6, Precinct 2",202,QUESTION 2,999996,Total,1737
602,"Ward 6, Precinct 2",203,QUESTION 3,10,YES,1373
602,"Ward 6, Precinct 2",203,QUESTION 3,20,NO,264
602,"Ward 6, Precinct 2",203,QUESTION 3,999995,Blank,100
602,"Ward 6, Precinct 2",203,QUESTION 3,999996,Total,1737
602,"Ward 6, Precinct 2",204,QUESTION 4,10,YES,1181
602,"Ward 6, Precinct 2",204,QUESTION 4,20,NO,257
602,"Ward 6, Precinct 2",204,QUESTION 4,999995,Blank,299
602,"Ward 6, Precinct 2",204,QUESTION 4,999996,Total,1737
602,"Ward 6, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,1193
602,"Ward 6, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,266
602,"Ward 6, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,278
602,"Ward 6, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,1737
602,"Ward 6, Precinct 2",260,QUESTION 6 CORP (25TH),10,YES,1306
602,"Ward 6, Precinct 2",260,QUESTION 6 CORP (25TH),20,NO,177
602,"Ward 6, Precinct 2",260,QUESTION 6 CORP (25TH),999995,Blank,254
602,"Ward 6, Precinct 2",260,QUESTION 6 CORP (25TH),999996,Total,1737
603,"Ward 6, Precinct 3",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,10
603,"Ward 6, Precinct 3",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1654
603,"Ward 6, Precinct 3",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,207
603,"Ward 6, Precinct 3",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,38
603,"Ward 6, Precinct 3",5,PRESIDENT/VICE PRESIDENT,60,Write-in,5
603,"Ward 6, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999995,Blank,5
603,"Ward 6, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999996,Total,1919
603,"Ward 6, Precinct 3",10,SENATOR in CONGRESS,5,SCOTT P BROWN,287
603,"Ward 6, Precinct 3",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1617
603,"Ward 6, Precinct 3",10,SENATOR in CONGRESS,20,Write-in,2
603,"Ward 6, Precinct 3",10,SENATOR in CONGRESS,999995,Blank,13
603,"Ward 6, Precinct 3",10,SENATOR in CONGRESS,999996,Total,1919
603,"Ward 6, Precinct 3",25,REP in CONGRESS 5th Dist,10,EDWARD J MARKEY,1641
603,"Ward 6, Precinct 3",25,REP in CONGRESS 5th Dist,15,TOM TIERNEY,179
603,"Ward 6, Precinct 3",25,REP in CONGRESS 5th Dist,20,Write-in,6
603,"Ward 6, Precinct 3",25,REP in CONGRESS 5th Dist,999995,Blank,93
603,"Ward 6, Precinct 3",25,REP in CONGRESS 5th Dist,999996,Total,1919
603,"Ward 6, Precinct 3",30,COUNCILLOR,10,TERRENCE W KENNEDY,1500
603,"Ward 6, Precinct 3",30,COUNCILLOR,40,Write-in,12
603,"Ward 6, Precinct 3",30,COUNCILLOR,999995,Blank,407
603,"Ward 6, Precinct 3",30,COUNCILLOR,999996,Total,1919
603,"Ward 6, Precinct 3",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,1483
603,"Ward 6, Precinct 3",53,SEN/GEN CT Middle&Suff,20,Write-in,14
603,"Ward 6, Precinct 3",53,SEN/GEN CT Middle&Suff,999995,Blank,422
603,"Ward 6, Precinct 3",53,SEN/GEN CT Middle&Suff,999996,Total,1919
603,"Ward 6, Precinct 3",65,REP/GEN CT 25th Middle,10,MARJORIE C DECKER,1516
603,"Ward 6, Precinct 3",65,REP/GEN CT 25th Middle,40,WI - Alice Wolf,0
603,"Ward 6, Precinct 3",65,REP/GEN CT 25th Middle,50,Write-in,16
603,"Ward 6, Precinct 3",65,REP/GEN CT 25th Middle,999995,Blank,387
603,"Ward 6, Precinct 3",65,REP/GEN CT 25th Middle,999996,Total,1919
603,"Ward 6, Precinct 3",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1504
603,"Ward 6, Precinct 3",80,CLERK of COURTS,20,Write-in,8
603,"Ward 6, Precinct 3",80,CLERK of COURTS,999995,Blank,407
603,"Ward 6, Precinct 3",80,CLERK of COURTS,999996,Total,1919
603,"Ward 6, Precinct 3",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1462
603,"Ward 6, Precinct 3",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
603,"Ward 6, Precinct 3",90,REGISTER of DEEDS,80,Write-in,10
603,"Ward 6, Precinct 3",90,REGISTER of DEEDS,999995,Blank,447
603,"Ward 6, Precinct 3",90,REGISTER of DEEDS,999996,Total,1919
603,"Ward 6, Precinct 3",100,SHERIFF,10,PETER J KOUTOUJIAN,1327
603,"Ward 6, Precinct 3",100,SHERIFF,15,ERNESTO M PETRONE,186
603,"Ward 6, Precinct 3",100,SHERIFF,19,WI - James Williamson,0
603,"Ward 6, Precinct 3",100,SHERIFF,20,Write-in,9
603,"Ward 6, Precinct 3",100,SHERIFF,999995,Blank,397
603,"Ward 6, Precinct 3",100,SHERIFF,999996,Total,1919
603,"Ward 6, Precinct 3",201,QUESTION 1,10,YES,1469
603,"Ward 6, Precinct 3",201,QUESTION 1,20,NO,159
603,"Ward 6, Precinct 3",201,QUESTION 1,999995,Blank,291
603,"Ward 6, Precinct 3",201,QUESTION 1,999996,Total,1919
603,"Ward 6, Precinct 3",202,QUESTION 2,10,YES,1295
603,"Ward 6, Precinct 3",202,QUESTION 2,20,NO,490
603,"Ward 6, Precinct 3",202,QUESTION 2,999995,Blank,134
603,"Ward 6, Precinct 3",202,QUESTION 2,999996,Total,1919
603,"Ward 6, Precinct 3",203,QUESTION 3,10,YES,1473
603,"Ward 6, Precinct 3",203,QUESTION 3,20,NO,327
603,"Ward 6, Precinct 3",203,QUESTION 3,999995,Blank,119
603,"Ward 6, Precinct 3",203,QUESTION 3,999996,Total,1919
603,"Ward 6, Precinct 3",204,QUESTION 4,10,YES,1307
603,"Ward 6, Precinct 3",204,QUESTION 4,20,NO,250
603,"Ward 6, Precinct 3",204,QUESTION 4,999995,Blank,362
603,"Ward 6, Precinct 3",204,QUESTION 4,999996,Total,1919
603,"Ward 6, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,1285
603,"Ward 6, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,300
603,"Ward 6, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,334
603,"Ward 6, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,1919
603,"Ward 6, Precinct 3",260,QUESTION 6 CORP (25TH),10,YES,1426
603,"Ward 6, Precinct 3",260,QUESTION 6 CORP (25TH),20,NO,187
603,"Ward 6, Precinct 3",260,QUESTION 6 CORP (25TH),999995,Blank,306
603,"Ward 6, Precinct 3",260,QUESTION 6 CORP (25TH),999996,Total,1919
701,"Ward 7, Precinct 1",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,14
701,"Ward 7, Precinct 1",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1615
701,"Ward 7, Precinct 1",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,119
701,"Ward 7, Precinct 1",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,51
701,"Ward 7, Precinct 1",5,PRESIDENT/VICE PRESIDENT,60,Write-in,5
701,"Ward 7, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999995,Blank,4
701,"Ward 7, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999996,Total,1808
701,"Ward 7, Precinct 1",10,SENATOR in CONGRESS,5,SCOTT P BROWN,166
701,"Ward 7, Precinct 1",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1625
701,"Ward 7, Precinct 1",10,SENATOR in CONGRESS,20,Write-in,1
701,"Ward 7, Precinct 1",10,SENATOR in CONGRESS,999995,Blank,16
701,"Ward 7, Precinct 1",10,SENATOR in CONGRESS,999996,Total,1808
701,"Ward 7, Precinct 1",25,REP in CONGRESS 5th Dist,10,EDWARD J MARKEY,1596
701,"Ward 7, Precinct 1",25,REP in CONGRESS 5th Dist,15,TOM TIERNEY,119
701,"Ward 7, Precinct 1",25,REP in CONGRESS 5th Dist,20,Write-in,0
701,"Ward 7, Precinct 1",25,REP in CONGRESS 5th Dist,999995,Blank,93
701,"Ward 7, Precinct 1",25,REP in CONGRESS 5th Dist,999996,Total,1808
701,"Ward 7, Precinct 1",30,COUNCILLOR,10,TERRENCE W KENNEDY,1427
701,"Ward 7, Precinct 1",30,COUNCILLOR,40,Write-in,9
701,"Ward 7, Precinct 1",30,COUNCILLOR,999995,Blank,372
701,"Ward 7, Precinct 1",30,COUNCILLOR,999996,Total,1808
701,"Ward 7, Precinct 1",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,1410
701,"Ward 7, Precinct 1",53,SEN/GEN CT Middle&Suff,20,Write-in,11
701,"Ward 7, Precinct 1",53,SEN/GEN CT Middle&Suff,999995,Blank,387
701,"Ward 7, Precinct 1",53,SEN/GEN CT Middle&Suff,999996,Total,1808
701,"Ward 7, Precinct 1",65,REP/GEN CT 25th Middle,10,MARJORIE C DECKER,1477
701,"Ward 7, Precinct 1",65,REP/GEN CT 25th Middle,40,WI - Alice Wolf,0
701,"Ward 7, Precinct 1",65,REP/GEN CT 25th Middle,50,Write-in,17
701,"Ward 7, Precinct 1",65,REP/GEN CT 25th Middle,999995,Blank,314
701,"Ward 7, Precinct 1",65,REP/GEN CT 25th Middle,999996,Total,1808
701,"Ward 7, Precinct 1",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1380
701,"Ward 7, Precinct 1",80,CLERK of COURTS,20,Write-in,5
701,"Ward 7, Precinct 1",80,CLERK of COURTS,999995,Blank,423
701,"Ward 7, Precinct 1",80,CLERK of COURTS,999996,Total,1808
701,"Ward 7, Precinct 1",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1371
701,"Ward 7, Precinct 1",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,1
